#chrom	chromStart	chromEnd	name	strand	uniprotName	geneName	geneSynonyms
chr12	52807071	52814058	P19013	-	K2C4_HUMAN	KRT4	CYK4
chr12	52821874	52834260	Q5XKE5	-	K2C79_HUMAN	KRT79	K6L; KB38; KRT6L
chr12	52839115	52848930	Q8N1N4-1	-	K2C78_HUMAN	KRT78	K5B; KB40
chr12	52897430	52904981	P05787-1	-	K2C8_HUMAN	KRT8	CYK8
chr12	52949173	52952839	P05783	+	K1C18_HUMAN	KRT18	CYK18
chr12	53006483	53040220	P23588-1	+	IF4B_HUMAN	EIF4B	
chr12	53050185	53063879	Q63HR2-1	+	TNS2_HUMAN	TNS2	KIAA1075; TENC1
chr12	53065834	53079333	Q8NCJ5	-	SPRY3_HUMAN	SPRYD3	
chr12	53097717	53102164	P24592	+	IBP6_HUMAN	IGFBP6	IBP6
chr12	53103577	53124120	O75908-1	+	SOAT2_HUMAN	SOAT2	ACACT2; ACAT2
chr12	53158513	53173470	Q9Y600-1	-	CSAD_HUMAN	CSAD	CSD
chr12	53181983	53187587	Q8NDX6	+	ZN740_HUMAN	ZNF740	TB7
chr12	53191558	53200443	P26010-1	-	ITB7_HUMAN	ITGB7	
chr12	53211678	53227545	P13631-1	-	RARG_HUMAN	RARG	NR1B3
chr12	53252835	53254185	Q6N075-1	+	MFSD5_HUMAN	MFSD5	
chr12	53268766	53293471	Q14674-1	+	ESPL1_HUMAN	ESPL1	ESP1; KIAA0165
chr12	53295567	53299342	Q99471-1	+	PFD5_HUMAN	PFDN5	MM1; PFD5
chr12	53299737	53307146	Q9HB07	+	MYG1_HUMAN	C12orf10	
chr12	53307491	53321465	Q9NRG9-1	-	AAAS_HUMAN	AAAS	ADRACALA
chr12	53328148	53335646	Q8TDD2-1	-	SP7_HUMAN	SP7	OSX
chr12	53380291	53411237	P08047-1	+	SP1_HUMAN	SP1	TSFP1
chr12	53423934	53431470	Q16671-1	+	AMHR2_HUMAN	AMHR2	AMHR; MISR2
chr12	53442714	53446056	Q9NZ81-1	+	PRR13_HUMAN	PRR13	TXR1
chr12	53454800	53479439	Q15366-1	+	PCBP2_HUMAN	PCBP2	
chr12	53481184	53487391	Q12852-1	-	M3K12_HUMAN	MAP3K12	ZPK
chr12	53501408	53506145	Q15633-1	+	TRBP2_HUMAN	TARBP2	TRBP
chr12	53506778	53507474	O15130-1	-	NPFF_HUMAN	NPFF	
chr12	53517139	53601000	P17544-1	-	ATF7_HUMAN	ATF7	ATFA
chr12	53665316	53672614	Q06055-1	-	AT5G2_HUMAN	ATP5G2	
chr12	53711946	53725242	Q9P1Z2-1	-	CACO1_HUMAN	CALCOCO1	KIAA1536
chr12	53938906	53945253	P31276	+	HXC13_HUMAN	HOXC13	HOX3G
chr12	53954929	53956563	P31275	+	HXC12_HUMAN	HOXC12	HOC3F; HOX3F
chr12	53973241	53975410	O43248	+	HXC11_HUMAN	HOXC11	HOX3H
chr12	53985259	53989443	Q9NYD6	+	HXC10_HUMAN	HOXC10	HOX3I
chr12	54000188	54002671	P31274	+	HXC9_HUMAN	HOXC9	HOX3B
chr12	54009284	54011378	P31273	+	HXC8_HUMAN	HOXC8	HOX3A
chr12	54028521	54029959	P09630-1	+	HXC6_HUMAN	HOXC6	HOX3C
chr12	54033122	54034489	Q00444	+	HXC5_HUMAN	HOXC5	HOX3D
chr12	54053922	54055202	P09017	+	HXC4_HUMAN	HOXC4	HOX3E
chr12	54182098	54183940	Q53HV7-1	-	SMUG1_HUMAN	SMUG1	
chr12	54241757	54257650	P45973	-	CBX5_HUMAN	CBX5	HP1A
chr12	54280807	54284310	P09651-1	+	ROA1_HUMAN	HNRNPA1	HNRPA1
chr12	54292376	54295248	Q16621	-	NFE2_HUMAN	NFE2	
chr12	54325163	54350520	P61923-1	+	COPZ1_HUMAN	COPZ1	COPZ
chr12	54362663	54363851	Q9NQS5	-	GPR84_HUMAN	GPR84	EX33
chr12	54370258	54391244	Q96PM9-4	-	Z385A_HUMAN	ZNF385A	HZF; RZF; ZNF385
chr12	54396295	54419198	P08648	-	ITA5_HUMAN	ITGA5	FNRA
chr12	54459111	54471248	Q8WW33	-	GTSF1_HUMAN	GTSF1	FAM112B
chr12	54497789	54542682	P55160-1	+	NCKPL_HUMAN	NCKAP1L	HEM1
chr12	54549872	54577325	Q01064-1	+	PDE1B_HUMAN	PDE1B	PDE1B1; PDES1B
chr12	54580389	54588488	Q13522	-	PPR1A_HUMAN	PPP1R1A	IPP1
chr12	54630894	54634841	Q9GZZ8	-	LACRT_HUMAN	LACRT	
chr12	54644715	54648303	P81605-1	-	DCD_HUMAN	DCD	AIDD; DSEP
chr12	54854582	54858239	Q96DR8	+	MUCL1_HUMAN	MUCL1	SBEM
chr12	54961171	54974562	A2RU30-1	-	TESP1_HUMAN	TESPA1	KIAA0748
chr12	55026439	55027432	Q9HD90	+	NDF4_HUMAN	NEUROD4	ATH3; ATOH3; BHLHA4
chr12	55129768	55130773	Q8NGE7	+	OR9K2_HUMAN	OR9K2	
chr12	55221024	55221972	Q8NGE5	+	O10A7_HUMAN	OR10A7	
chr12	55247287	55248223	A6NCV1	+	O6C74_HUMAN	OR6C74	
chr12	55294290	55295232	A6NF89	-	OR6C6_HUMAN	OR6C6	
chr12	55320599	55321535	Q96RD1	+	OR6C1_HUMAN	OR6C1	
chr12	55331700	55332633	Q9NZP0	+	OR6C3_HUMAN	OR6C3	
chr12	55365110	55366046	A6NL08	+	O6C75_HUMAN	OR6C75	
chr12	55400528	55401464	A6NJZ3	+	O6C65_HUMAN	OR6C65	
chr12	55426253	55427189	A6NM76	+	O6C76_HUMAN	OR6C76	
chr12	55452213	55453149	Q9NZP2	+	OR6C2_HUMAN	OR6C2	
chr12	55469202	55470138	A6NIJ9	-	O6C70_HUMAN	OR6C70	
chr12	55492377	55493313	A6NDL8	+	O6C68_HUMAN	OR6C68	
chr12	55551226	55552153	Q8NGE1	+	OR6C4_HUMAN	OR6C4	
chr12	55574414	55575341	Q8NGE2	+	O2AP1_HUMAN	OR2AP1	OR2AP1P
chr12	55636891	55637830	Q8NGE3	+	O10P1_HUMAN	OR10P1	OR10P1P; OR10P2P; OR10P3P
chr12	55681754	55684046	Q6UX53	+	MET7B_HUMAN	METTL7B	
chr12	55685060	55707682	Q13683-1	-	ITA7_HUMAN	ITGA7	
chr12	55716051	55719606	P78537-1	+	BL1S1_HUMAN	BLOC1S1	BLOS1; GCN5L1; RT14
chr12	55721184	55724542	Q92781	+	RDH1_HUMAN	RDH5	HSD17B9; RDH1; SDR9C5
chr12	55725563	55728341	P08962-1	-	CD63_HUMAN	CD63	MLA1; TSPAN30
chr12	55743316	55749879	O95390	+	GDF11_HUMAN	GDF11	BMP11
chr12	55757514	55817701	P82979	-	SARNP_HUMAN	SARNP	HCC1
chr12	55818999	55820392	Q53FV1	+	ORML2_HUMAN	ORMDL2	
chr12	55821979	55828658	Q6Y2X3	-	DJC14_HUMAN	DNAJC14	DRIP78; HDJ3
chr12	55837038	55842830	Q99542-1	-	MMP19_HUMAN	MMP19	MMP18; RASI
chr12	55901874	55927761	Q9BRP8-1	-	PYM1_HUMAN	PYM1	PYM; WIBG
chr12	55936503	55953765	P23743-1	+	DGKA_HUMAN	DGKA	DAGK; DAGK1
chr12	55954216	55966011	P40967-1	-	PMEL_HUMAN	PMEL	D12S53E; PMEL17; SILV
chr12	55967008	55971622	P24941-1	+	CDK2_HUMAN	CDK2	CDKN2
chr12	55986960	55992209	P61020-1	+	RAB5B_HUMAN	RAB5B	
chr12	56002221	56005024	P51687	+	SUOX_HUMAN	SUOX	
chr12	56021493	56035328	Q9H2S9-1	+	IKZF4_HUMAN	IKZF4	KIAA1782; ZNFN1A4
chr12	56042166	56044151	P62854	+	RS26_HUMAN	RPS26	
chr12	56042166	56044151	Q5JNZ5	+	RS26L_HUMAN	RPS26P11	RPS26L1
chr12	56080300	56102052	P21860-1	+	ERBB3_HUMAN	ERBB3	HER3
chr12	56104737	56112885	Q9UQ80-1	+	PA2G4_HUMAN	PA2G4	EBP1
chr12	56120562	56121864	Q96K80	+	ZC3HA_HUMAN	ZC3H10	ZC3HDC10
chr12	56128319	56143859	Q9BSJ8-1	+	ESYT1_HUMAN	ESYT1	FAM62A; KIAA0747; MBC2
chr12	56153918	56157723	P14649	+	MYL6B_HUMAN	MYL6B	MLC1SA
chr12	56158401	56160651	P60660-1	+	MYL6_HUMAN	MYL6	
chr12	56163691	56189461	Q8TAQ2-1	-	SMRC2_HUMAN	SMARCC2	BAF170
chr12	56206449	56214047	Q9H4P4-1	-	RNF41_HUMAN	RNF41	FLRF; NRDP1
chr12	56224856	56229210	Q9BQ15-1	+	SOSB1_HUMAN	NABP2	OBFC2B; SSB1
chr12	56231274	56237728	Q6ZMH5	+	S39A5_HUMAN	SLC39A5	ZIP5
chr12	56243144	56258269	Q8NB46	-	ANR52_HUMAN	ANKRD52	
chr12	56267118	56270314	Q96MF6-1	+	CQ10A_HUMAN	COQ10A	
chr12	56273086	56300201	O75390	-	CISY_HUMAN	CS	
chr12	56310554	56315217	Q9Y2B0-1	-	CNPY2_HUMAN	CNPY2	MSAP; TMEM4; ZSIG9
chr12	56317611	56333094	Q504Q3-1	-	PAN2_HUMAN	PAN2	KIAA0710; USP52
chr12	56339044	56340101	Q9NPF7	+	IL23A_HUMAN	IL23A	SGRF
chr12	56343391	56356571	P52630-3	-	STAT2_HUMAN	STAT2	
chr12	56361227	56362745	Q13790	-	APOF_HUMAN	APOF	
chr12	56417718	56434170	Q9UNS1-1	-	TIM_HUMAN	TIMELESS	TIM; TIM1; TIMELESS1
chr12	56451282	56454613	P30301	-	MIP_HUMAN	MIP	AQP0
chr12	56468591	56469574	Q8WW59	+	SPRY4_HUMAN	SPRYD4	
chr12	56471489	56488118	Q9UI32-1	-	GLSL_HUMAN	GLS2	GA
chr12	56522023	56589009	Q15434	+	RBMS2_HUMAN	RBMS2	SCR3
chr12	56598620	56636185	Q9UIF9-1	-	BAZ2A_HUMAN	BAZ2A	KIAA0314; TIP5
chr12	56638325	56645963	P06576	-	ATPB_HUMAN	ATP5B	ATPMB; ATPSB
chr12	56664481	56687999	Q15185-1	-	TEBP_HUMAN	PTGES3	P23; TEBP
chr12	56712540	56714638	Q9BZK3	-	NACP1_HUMAN	NACAP1	
chr12	56712540	56724521	E9PAV3-1	-	NACAM_HUMAN	NACA	
chr12	56712540	56724521	Q13765-1	-	NACA_HUMAN	NACA	
chr12	56731717	56752298	P49642	-	PRI1_HUMAN	PRIM1	
chr12	56773852	56787339	O14756	+	H17B6_HUMAN	HSD17B6	RODH; SDR9C6
chr12	56923835	56934261	Q8NEX9	-	DR9C7_HUMAN	SDR9C7	RDHS; SDRO
chr12	56952031	56957462	O75452	-	RDH16_HUMAN	RDH16	RODH4; SDR9C8
chr12	56995209	56996421	O15218	+	GP182_HUMAN	GPR182	ADMR
chr12	57002781	57004917	O15060	-	ZBT39_HUMAN	ZBTB39	KIAA0352
chr12	57012381	57015797	Q9UHF0-1	-	TKNK_HUMAN	TAC3	NKNB
chr12	57028757	57048323	Q9UBC5	-	MYO1A_HUMAN	MYO1A	MYHL
chr12	57059881	57078745	O14524-1	-	NEMP1_HUMAN	NEMP1	KIAA0286; TMEM194; TMEM194A
chr12	57089271	57094718	Q15742-1	+	NAB2_HUMAN	NAB2	MADER
chr12	57096574	57108278	P42226-1	-	STAT6_HUMAN	STAT6	
chr12	57128964	57212552	Q07954-1	+	LRP1_HUMAN	LRP1	A2MR; APR
chr12	57216969	57225744	O95158	+	NXPH4_HUMAN	NXPH4	NPH4
chr12	57229778	57234358	P34897-1	+	GLYM_HUMAN	SHMT2	
chr12	57235565	57237085	Q9NRX3	-	NUA4L_HUMAN	NDUFA4L2	
chr12	57243814	57249636	Q96MF2-1	-	STAC3_HUMAN	STAC3	
chr12	57254775	57310428	Q9Y2K5-1	-	R3HD2_HUMAN	R3HDM2	KIAA1002
chr12	57434886	57450019	P55103	+	INHBC_HUMAN	INHBC	
chr12	57455536	57456845	P58166	+	INHBE_HUMAN	INHBE	
chr12	57463691	57472058	P08151-1	+	GLI1_HUMAN	GLI1	GLI
chr12	57472519	57479406	Q9BRR9-1	-	RHG09_HUMAN	ARHGAP9	
chr12	57488090	57516578	P56192-1	+	SYMC_HUMAN	MARS	
chr12	57516811	57517406	P35638-1	-	DDIT3_HUMAN	DDIT3	CHOP; CHOP10; GADD153
chr12	57524303	57529231	Q96DN6	+	MBD6_HUMAN	MBD6	KIAA1887
chr12	57530691	57547063	Q13561-1	-	DCTN2_HUMAN	DCTN2	DCTN50
chr12	57550271	57583176	Q12840	+	KIF5A_HUMAN	KIF5A	NKHC1
chr12	57591289	57601603	Q8TBX8-1	+	PI42C_HUMAN	PIP4K2C	PIP5K2C
chr12	57606517	57609149	Q8N9I9-1	+	DTX3_HUMAN	DTX3	RNF154
chr12	57611894	57616891	Q86VW2-1	+	ARHGP_HUMAN	ARHGEF25	GEFT
chr12	57620220	57625742	Q8NG04-1	+	S2610_HUMAN	SLC26A10	
chr12	57626746	57632132	Q00973-1	-	B4GN1_HUMAN	B4GALNT1	GALGT; SIAT2
chr12	57694161	57720906	Q13438-1	+	OS9_HUMAN	OS9	
chr12	57726554	57738246	Q99490-1	-	AGAP2_HUMAN	AGAP2	CENTG1; KIAA0167
chr12	57745154	57747287	Q12999	+	TSN31_HUMAN	TSPAN31	SAS
chr12	57748527	57751717	P11802-1	-	CDK4_HUMAN	CDK4	
chr12	57755528	57758894	Q86YJ5-1	+	MARH9_HUMAN	MARCH9	RNF179
chr12	57763144	57767041	O15528	-	CP27B_HUMAN	CYP27B1	CYP1ALPHA; CYP27B
chr12	57768998	57772083	Q9UBP6-1	-	TRMB_HUMAN	METTL1	C12orf1
chr12	57772724	57780643	Q96AZ1-1	+	EFMT3_HUMAN	EEF1AKMT3	FAM119B; HCA557A; METTL21B
chr12	57782801	57796580	P43897-1	+	EFTS_HUMAN	TSFM	
chr12	57797884	57816040	O75366-1	-	AVIL_HUMAN	AVIL	
chr12	57823604	57846435	O14595	-	CTDS2_HUMAN	CTDSP2	NIF2; OS4; SCP2
chr12	57941701	57956887	Q9Y6H3	+	ATP23_HUMAN	ATP23	KUB3; XRCC6BP1
chr12	58872574	58920235	Q6UXM1-1	-	LRIG3_HUMAN	LRIG3	LIG3
chr12	59704801	59779676	O60669	+	MOT2_HUMAN	SLC16A7	MCT2
chr12	61710408	61867425	Q8N3H0-1	-	F19A2_HUMAN	FAM19A2	TAFA2
chr12	62260414	62404372	Q9Y4E8-1	+	UBP15_HUMAN	USP15	KIAA0529
chr12	62467207	62592746	Q7Z3U7-1	+	MON2_HUMAN	MON2	KIAA1040; SF21
chr12	62648491	62934736	Q9ULR3	-	PPM1H_HUMAN	PPM1H	ARHCL1; KIAA1157; URCC2
chr12	63147361	63150836	P37288	-	V1AR_HUMAN	AVPR1A	AVPR1
chr12	63560514	63668393	Q6NUT2-1	-	D19L2_HUMAN	DPY19L2	
chr12	63570757	63582407	Q6ZN68-1	-	D19P2_HUMAN	DPY19L2P2	
chr12	63583835	63647365	Q6ZN68-1	-	D19P2_HUMAN	DPY19L2P2	
chr12	63779960	63809089	Q9Y2B1	+	TMEM5_HUMAN	TMEM5	
chr12	63844816	64142669	Q7Z6B7-1	+	SRGP1_HUMAN	SRGAP1	ARHGAP13; KIAA1304
chr12	64193844	64222237	Q96MD2	-	CL066_HUMAN	C12orf66	
chr12	64267185	64390565	Q8IXR9-1	-	CL056_HUMAN	C12orf56	
chr12	64410035	64448128	O43592	+	XPOT_HUMAN	XPOT	
chr12	64455870	64501378	Q9UHD2	+	TBK1_HUMAN	TBK1	NAK
chr12	64610632	64694909	Q86WH2-1	+	RASF3_HUMAN	RASSF3	
chr12	64716743	64759276	P15586-1	-	GNS_HUMAN	GNS	
chr12	64827836	64875785	Q9Y2I9-1	+	TBC30_HUMAN	TBC1D30	KIAA0984
chr12	65051351	65121191	Q9Y5W5	-	WIF1_HUMAN	WIF1	
chr12	65169596	65246322	Q9Y2U8	+	MAN1_HUMAN	LEMD3	MAN1
chr12	65278768	65463319	Q8IXL7-1	+	MSRB3_HUMAN	MSRB3	
chr12	65825270	65963289	P52926-1	+	HMGA2_HUMAN	HMGA2	HMGIC
chr12	66123842	66129106	Q9BRT6	-	LLPH_HUMAN	LLPH	C12orf31; cPERP-G
chr12	66137962	66169951	Q9HC24	-	LFG4_HUMAN	TMBIM4	GAAP; LFG4
chr12	66189299	66248168	Q9Y616-1	+	IRAK3_HUMAN	IRAK3	
chr12	66302603	66338099	Q8NG08-1	+	HELB_HUMAN	HELB	
chr12	66349021	66678904	Q9Y3R0-1	-	GRIP1_HUMAN	GRIP1	
chr12	67269717	67312827	Q86VP6-1	+	CAND1_HUMAN	CAND1	KIAA0829; TIP120; TIP120A
chr12	67649133	67658710	Q92630-1	+	DYRK2_HUMAN	DYRK2	
chr12	68155355	68159615	P01579	-	IFNG_HUMAN	IFNG	
chr12	68201847	68225756	Q9NPH9	-	IL26_HUMAN	IL26	AK155
chr12	68248801	68253448	Q9GZX6	-	IL22_HUMAN	IL22	ILTIF; ZCYTO18
chr12	68295256	68332245	Q8TC05-1	-	MDM1_HUMAN	MDM1	
chr12	68648724	68657184	P61224-1	+	RAP1B_HUMAN	RAP1B	
chr12	68687065	68742459	P57740-1	+	NU107_HUMAN	NUP107	
chr12	68746377	68764887	Q7Z769	+	S35E3_HUMAN	SLC35E3	BLOV1
chr12	68809211	68839846	Q00987-1	+	MDM2_HUMAN	MDM2	
chr12	68856439	68932837	P14384	-	CBPM_HUMAN	CPM	
chr12	69239646	69262556	Q16630-1	+	CPSF6_HUMAN	CPSF6	CFIM68
chr12	69348408	69353216	P61626	+	LYSC_HUMAN	LYZ	LZM
chr12	69359972	69390313	O95619	+	YETS4_HUMAN	YEATS4	GAS41
chr12	69569030	69574952	Q8WU20	+	FRS2_HUMAN	FRS2	
chr12	69585521	69601322	P78371-1	+	TCPB_HUMAN	CCT2	99D8.1; CCTB
chr12	69610007	69610838	Q5BKY1	-	LRC10_HUMAN	LRRC10	
chr12	69654909	69697798	Q8N1M1-2	-	BEST3_HUMAN	BEST3	VMD2L3
chr12	69739846	69815443	Q96QF0-1	+	RAB3I_HUMAN	RAB3IP	RABIN8
chr12	69825517	69958528	Q96LU7	+	MRFL_HUMAN	MYRFL	C12orf15; C12orf28
chr12	70278226	70353912	Q9NZN8-1	+	CNOT2_HUMAN	CNOT2	CDC36; NOT2
chr12	70366734	70430650	Q86W47	+	KCMB4_HUMAN	KCNMB4	
chr12	70521491	70609814	P23467-1	-	PTPRB_HUMAN	PTPRB	PTPB
chr12	70639186	70920390	Q15256-1	-	PTPRR_HUMAN	PTPRR	ECPTP; PTPRQ
chr12	71125336	71157678	P19075	-	TSN8_HUMAN	TSPAN8	TM4SF3
chr12	71440080	71584731	O75473-1	+	LGR5_HUMAN	LGR5	GPR49; GPR67
chr12	71610430	71663610	O60293-1	-	ZC3H1_HUMAN	ZFC3H1	CCDC131; KIAA0546; PSRC2
chr12	71664509	71677105	Q9H0W7	+	THAP2_HUMAN	THAP2	
chr12	71686680	71700992	Q96HH6-1	+	TMM19_HUMAN	TMEM19	
chr12	71755129	71785670	Q9UL25	+	RAB21_HUMAN	RAB21	KIAA0118
chr12	71839781	71923201	Q8TC07-1	+	TBC15_HUMAN	TBC1D15	
chr12	71938986	72031692	Q8IWU9-1	+	TPH2_HUMAN	TPH2	NTPH
chr12	72272778	72663192	Q9UKU6	+	TRHDE_HUMAN	TRHDE	
chr12	74538112	74538403	Q96GX2	+	A7L3B_HUMAN	ATXN7L3B	
chr12	75043107	75207983	Q96PR1-1	-	KCNC2_HUMAN	KCNC2	
chr12	75276245	75329859	Q9BXY5-1	-	CAYP2_HUMAN	CAPS2	
chr12	75334728	75370173	Q6UWM5-1	+	GPRL1_HUMAN	GLIPR1L1	
chr12	75391116	75431158	Q4G1C9-1	+	GRPL2_HUMAN	GLIPR1L2	
chr12	75480880	75498975	P48060-1	+	GLIP1_HUMAN	GLIPR1	GLIPR; RTVP1
chr12	75499811	75511597	Q13601-1	-	KRR1_HUMAN	KRR1	HRB2
chr12	76030538	76031741	Q8WV24	-	PHLA1_HUMAN	PHLDA1	PHRIP; TDAG51
chr12	76048431	76074219	P55209-1	-	NP1L1_HUMAN	NAP1L1	NRP
chr12	76345815	76348358	Q8TAM1	-	BBS10_HUMAN	BBS10	C12orf58
chr12	76355891	76487551	Q9BZF1-1	-	OSBL8_HUMAN	OSBPL8	KIAA1451; ORP8; OSBP10
chr12	76764236	76850982	Q8IUH5-1	+	ZDH17_HUMAN	ZDHHC17	HIP14; HIP3; HYPH; KIAA0946
chr12	76858954	76866260	Q16527	-	CSRP2_HUMAN	CSRP2	LMO5; SMLIM
chr12	77024017	77064635	Q96AV8-1	-	E2F7_HUMAN	E2F7	
chr12	77831461	78210514	Q8IVL0-1	+	NAV3_HUMAN	NAV3	KIAA0938; POMFIL1; STEERIN3
chr12	79217519	79449121	P21579	+	SYT1_HUMAN	SYT1	SVP65; SYT
chr12	79592609	79690244	Q96IZ0	-	PAWR_HUMAN	PAWR	PAR4
chr12	79775931	79934931	O14974-1	-	MYPT1_HUMAN	PPP1R12A	MBS; MYPT1
chr12	80209458	80378045	Q3ZCN5	+	OTOGL_HUMAN	OTOGL	C12orf64
chr12	80435082	80679020	Q9UMZ3	+	PTPRQ_HUMAN	PTPRQ	
chr12	80707719	80708957	P23409	+	MYF6_HUMAN	MYF6	BHLHC4; MRF4
chr12	80717063	80719048	P13349	+	MYF5_HUMAN	MYF5	BHLHC2
chr12	80811467	80937722	O14910	-	LIN7A_HUMAN	LIN7A	MALS1; VELI1
chr12	81078120	81254919	Q9H6R3-1	+	ACSS3_HUMAN	ACSS3	
chr12	81261984	81754221	O75334-1	-	LIPA2_HUMAN	PPFIA2	
chr12	82353153	82358376	Q9P031	-	TAP26_HUMAN	CCDC59	BR22; TAP26
chr12	82358565	82479021	Q8N6Q8	+	MET25_HUMAN	METTL25	C12orf26
chr12	82687586	83132386	Q8N394	+	TMTC2_HUMAN	TMTC2	
chr12	84861634	84892120	Q9H2J7-1	-	S6A15_HUMAN	SLC6A15	B0AT2; NTT73; SBAT1
chr12	85014489	85029946	P0C672	-	TSN19_HUMAN	TSPAN19	
chr12	85038176	85244938	Q96JM4-4	+	LRIQ1_HUMAN	LRRIQ1	KIAA1801
chr12	85280261	85301472	Q15699	+	ALX1_HUMAN	ALX1	CART1
chr12	85804704	85836201	O75901	-	RASF9_HUMAN	RASSF9	PAMCI; PCIP1
chr12	85874403	85882372	P30990	+	NEUT_HUMAN	NTS	
chr12	85979291	85989546	Q9UBM8-1	-	MGT4C_HUMAN	MGAT4C	
chr12	87980333	88026962	Q8NA57	-	CL050_HUMAN	C12orf50	
chr12	88035648	88048419	Q8N999-1	+	CL029_HUMAN	C12orf29	
chr12	88049186	88141307	O15078-1	-	CE290_HUMAN	CEP290	BBS14; KIAA0373; NPHP6
chr12	88148315	88195646	Q6ZXV5-1	+	TMTC3_HUMAN	TMTC3	
chr12	88505198	88580278	P21583-1	-	SCF_HUMAN	KITLG	MGF; SCF
chr12	89349256	89352039	Q16828-1	-	DUS6_HUMAN	DUSP6	MKP3; PYST1
chr12	89421155	89525895	Q8TC44-1	-	POC1B_HUMAN	POC1B	WDR51B
chr12	89522815	89524549	Q8N4A0-1	-	GALT4_HUMAN	GALNT4	
chr12	89590986	89655886	P20020-1	-	AT2B1_HUMAN	ATP2B1	PMCA1
chr12	90953524	90954742	Q8TC90	-	CCER1_HUMAN	CCER1	C12orf12
chr12	90964158	91002565	Q99645	-	EPYC_HUMAN	EPYC	DSPG3; PGLB; SLRR3B
chr12	91051348	91056281	O60938	-	KERA_HUMAN	KERA	SLRR2B
chr12	91104167	91108979	P51884	-	LUM_HUMAN	LUM	LDC; SLRR2D
chr12	91146060	91178552	P07585-1	-	PGS2_HUMAN	DCN	SLRR1B
chr12	92144082	92145535	P62324	-	BTG1_HUMAN	BTG1	
chr12	92421012	92428146	Q5K130	-	CLU1O_HUMAN	CLLU1OS	
chr12	92424680	92425043	Q5K131	+	CLLU1_HUMAN	CLLU1	
chr12	92706631	92707712	Q32Q52-1	+	CL074_HUMAN	C12orf74	
chr12	92737518	92770192	Q6ZR37	+	PKHG7_HUMAN	PLEKHG7	
chr12	92776013	92929066	Q15075	-	EEA1_HUMAN	EEA1	ZFYVE2
chr12	93378322	93399376	Q9NZJ9-1	+	NUDT4_HUMAN	NUDT4	DIPP2; KIAA0487
chr12	93410041	93441884	P61088	-	UBE2N_HUMAN	UBE2N	BLU
chr12	93469285	93501218	Q9Y6G3	+	RM42_HUMAN	MRPL42	MRPL31; MRPS32; RPML31
chr12	93572897	93575176	O14508	+	SOCS2_HUMAN	SOCS2	CIS2; SSI2; STATI2
chr12	93678774	93850268	P78560-1	+	CRADD_HUMAN	CRADD	RAIDD
chr12	94148971	94305282	O60486	+	PLXC1_HUMAN	PLXNC1	VESPR
chr12	94308815	94412466	Q9Y592-1	-	CEP83_HUMAN	CEP83	CCDC41
chr12	94571437	94650430	Q9ULS5	-	TMCC3_HUMAN	TMCC3	KIAA1145
chr12	94971442	95003680	Q9UI09-1	-	NDUAC_HUMAN	NDUFA12	DAP13
chr12	95022231	95067384	P13056-1	-	NR2C1_HUMAN	NR2C1	TR2
chr12	95081522	95217240	Q6ZV73-1	-	FGD6_HUMAN	FGD6	KIAA1362; ZFYVE24
chr12	95217850	95300670	Q9HBM0-1	+	VEZA_HUMAN	VEZT	
chr12	95474179	95513901	P50579-1	+	MAP2_HUMAN	METAP2	MNPEP; P67EIF2
chr12	95518156	95534256	Q9H0E7	-	UBP44_HUMAN	USP44	
chr12	95659088	95790309	Q9HB63-1	-	NET4_HUMAN	NTN4	
chr12	95859073	95866068	P62306	+	RUXF_HUMAN	SNRPF	PBSCF
chr12	95867078	95936509	Q502W7	-	CCD38_HUMAN	CCDC38	
chr12	95943398	95967840	Q96NU7	+	HUTI_HUMAN	AMDHD1	
chr12	95974234	95995910	P42357-1	-	HUTH_HUMAN	HAL	HIS
chr12	96000991	96035519	P09960-1	-	LKHA4_HUMAN	LTA4H	LTA4
chr12	96223566	96267177	P41970	+	ELK3_HUMAN	ELK3	NET; SAP2
chr12	96280244	96334836	Q00537-1	-	CDK17_HUMAN	CDK17	PCTAIRE2; PCTK2
chr12	96489609	96860935	Q96N23-1	+	CFA54_HUMAN	CFAP54	C12orf55; C12orf63
chr12	96909759	96952050	Q8NHV4-1	+	NEDD1_HUMAN	NEDD1	
chr12	98515867	98534339	P42166-1	+	LAP2A_HUMAN	TMPO	LAP2
chr12	98515867	98547855	P42167-1	+	LAP2B_HUMAN	TMPO	LAP2
chr12	98593978	98601525	Q00325-1	+	MPCP_HUMAN	SLC25A3	PHC
chr12	98613587	98644701	Q70UQ0-1	-	IKIP_HUMAN	IKBIP	IKIP
chr12	98648359	98732563	O14727-1	+	APAF_HUMAN	APAF1	KIAA0413
chr12	98735562	99984237	Q7Z6G8-1	-	ANS1B_HUMAN	ANKS1B	
chr12	99648174	99649395	Q8NEG0	+	FA71C_HUMAN	FAM71C	
chr12	100037638	100142635	A0JNW5-1	-	UH1BL_HUMAN	UHRF1BP1L	KIAA0701
chr12	100200851	100223912	Q9GZN1-1	+	ARP6_HUMAN	ACTR6	
chr12	100252532	100267076	Q8N2C3-1	-	DEPD4_HUMAN	DEPDC4	
chr12	100282970	100339169	Q6P3W7	+	SCYL2_HUMAN	SCYL2	CVAK104; KIAA1360
chr12	100357391	100420156	Q8NDX2-1	+	VGLU3_HUMAN	SLC17A8	VGLUT3
